review_id,text,actual_stars,s1_pred,s1_expl,s2_pred,s2_expl,s3_pred,s3_expl
169,"I really love Pita Jungle.  My first experience was at the one downtown, and now, I have to get my fix.  I found this location since it is close to my home, and wanted to check it out.

Upon entering, I was pleased with the location.  Well decorated, clean, good lighting, ample seating.  I was greated by the hostess, and sat at the bar.  The place was pretty busy, and I was by myself.  I was greeted in a quick manner by a nice server from behind the bar.  I took a moment to review my menu, and decided to skip a full meal and go for some lentil soup.

Now, here is where things get dicey.  I won't hold it against Pita Jungle, but I have to put this in the review.  First, after being seated, I noticed that it was a little toasty in there.  I think they could have turned up the A/C.  I am sure if I had been drinking, I probably would have broken a slight sweat, as it was warm in here.  

Secondly, after I ordered my lentil soup, it took what seemed like forever to get it.  I did not time it with a stop watch, but it took a long time for just a bowl of soup.  Secondly, when I did get the lentil soup, I didn't care for it.  It looked kinda gross and didn't taste all that great.  And, in case you were wondering, NO, I didn't send it back or complain.  I was to tired and didn't feel like being a sourpuss.

The other problem that I experienced, was the server girl brought out my check WAY before I was ever served my food.  I hate that!  At least bring my bill with my food, not before!

Aside from that, I dig this place.",4,0,Error: Extra data: line 5 column 1 (char 247),3,"Mixed review. The reviewer highlights several positive aspects like the ambiance and friendly service. However, they also express dissatisfaction with the temperature, slow service for soup, and taste of the soup itself. Despite these issues, the reviewer still expresses a general liking for the place.",3,"This review is a mixed bag. Here's a breakdown:

**Positives:**
* The reviewer clearly likes Pita Jungle overall and has been to other locations.
* They appreciate the ambiance of this specific location: well-decorated, clean, good lighting, ample seating.
* The service from the bartender was prompt and friendly.

**Negatives:**
* The restaurant was too warm (the reviewer mentions it could have been cooler). 
*  The lentil soup took a long time to arrive and wasn't enjoyable (although the reviewer didn't complain).
* The server brought the bill before the food arrived, which the reviewer found frustrating.

**Overall:** Despite the negative experiences with the temperature, service timing, and the soup itself, the reviewer seems to like Pita Jungle enough to still recommend it. They even state ""Aside from that, I dig this place.""  This suggests a 3-star rating where there are clear pros and cons."
170,"I only go here when my little cousin is in town and he adores this place. My cousin is 4 years old and obsessed with trains so he loves the small train display, the stationary trains you can walk through and the little train that goes around the park that you can ride on. A definite place to go with little kids especially if they like the trains.",3,4,"The review is overwhelmingly positive, focusing on aspects a young child would enjoy (trains). While the reviewer doesn't explicitly state their own enjoyment, the emphasis on their cousin's happiness implies a good experience.",4,"Positive review focused on children's entertainment aspects, particularly trains.",4,"Here's a breakdown of the review:

**Positive Aspects:**
* **Specific appeal to children:** The reviewer clearly states the place is great for young kids, particularly those interested in trains.
* **Multiple train-related activities:** The review highlights three different train-themed attractions: a display, walk-through trains, and a rideable train.
* **Positive experience for the child:** The reviewer mentions their cousin being ""obsessed"" with the place, indicating a highly enjoyable experience.

**Negative Aspects:**
* **Limited appeal outside of young children:**  The review doesn't suggest anything appealing to older children or adults.
* **Reliance on personal anecdote:** The review is based solely on one child's experience, which may not be representative of everyone's enjoyment.

**Overall:** Despite the limited scope, the positive aspects and clear enthusiasm for the place warrant a 4-star rating. It seems like a fantastic destination for train-loving young children."
171,"I really wanted to fall madly in love with this place, I mean, a British themed pub in Heritage Square? So promising. 

As you walk in, the bartender is standing behind in an elaborate wooden bar structure. This made me think publican instead of bartender (as in ""Mate, I'll take a pint and d'ya have any rooms available?""), which is probably the idea. As there was nice selection of draught beers, we walked around to the bar to the right and ordered a couple of pints. I ordered a Boddingtons, my friend ordered a Stateside micro brew. (Would have been nice if they had Old Peculiar on tap, but you can't have everything.) 

Due to the combination of things cooking in the kitchen, it smelled a bit like my grandma's house. This prompted us to make a beeline for the patio decorated with super-heavy wood furniture. I assume this is to discourage thieves from selling their tables and chairs on the black market. Smart. The piped-in music selection that night was a bit off-putting, in fact, one of the other patrons commented on it as well. It appeared to be a satellite radio station that specialized in 80s hits like Wham! and Depeche Mode. I guess George Michael and David Gahan ARE British. Indeed! Wikipedia just informed me that ""Dave Gahan (born May 9, 1962 in Epping, Essex, England) is the baritone lead singer for the English electronic band Depeche Mode, and is also an accomplished solo artist."" Now I feel better. 

There are many cozy nooks in this place, so that would be a good thing if you wanted to have some one-on-one time. They were also playing football (soccer) on the flat screens, so should make some team scarf-wearing Brit ex-pats in the Valley very happy.

Will I be back to try the food? Probably at some point. But, for another round of drinks, I think I'll wait for a Friday or Saturday night when it's hopping.",3,3,"The reviewer expresses mixed feelings. They appreciate the British theme, beer selection, and cozy atmosphere but find fault with the music and overall vibe, suggesting a return for food but not drinks unless it's busier.",3,"Mixed review, positive aspects like atmosphere and potential but some negatives like music choice and waiting to try the food",0,Error: Invalid control character at: line 3 column 80 (char 105)
172,"With a name like ""The Lodge"", I thought I was going to an old dirty restaurant with some of the neighborhood locals. We went here after a soccer game two weeks ago, and I have to say, I thought I was going to be disappointed. I expected greasy food, and grimy scenery. This was not the case, although the scenery was mildly disturbing as most of the decor included some dearly departed wildlife. I had a great sandwich I believe called the healthy choice, that was supposedly was healthy? It came on this great thick toasted buttery whole grain bread, egg whites, hollindase sauce, tomato and avocado. It was one of the best sandwiches I have ever had. I don't think it was a calorie saver by any means but I am sure it was just the idea it was made with healthier ingredients. For a lodge, this was a terrific restaurant, and yes this is a compliment by far, joking aside, as you remember my thoughts of what a lodge was all about. This is nothing like the local VFW. The only other scary part was this jerk at the bar decided to take his shirt off, and throw it across the room. And ladies, no, this was definitely not a pretty sight nor was it funny. They need to enforce the shirt and shoes required law here otherwise it will earn a lodgey reputation from me. Luckily, as this ghastly sight appeared, we quickly disappeared on our way home.",4,0,Error: Extra data: line 5 column 1 (char 262),4,Mostly positive review with some humorous complaints about decor and a disruptive customer. The reviewer highlights the delicious sandwich and overall positive experience despite minor issues.,3,"This review is a mixed bag. Here's a breakdown:

**Positives:**
* The reviewer was pleasantly surprised by the quality of the food, particularly the 'healthy choice' sandwich.
* They appreciated the unique atmosphere, even if it was a bit odd with the wildlife decor.
* They found the overall experience to be significantly better than their initial expectations.

**Negatives:**
* The reviewer mentions feeling 'mildly disturbed' by the wildlife decor.
* A patron throwing his shirt across the room created an uncomfortable and unwelcome scene.
* The reviewer expresses concern about potential lack of enforcement regarding dress code, which could impact future visits.

**Overall:** While the food and initial atmosphere were positive, the disturbing decor and incident with the shirt-throwing patron detract from the experience. The reviewer's concerns about the dress code suggest a potential for further negative experiences. Therefore, a 3-star rating seems appropriate."
173,"I'm not going to lie - I indulged in fantasies about Howard Roark during the course of my 90-minute Insights tour. His spirit and convictions were brought to life by FLW and being in this incredible complex where he lived, worked and taught was indescribably cool.  The tour takes you around the property and through many of the rooms, restored to various periods of Frank's life. I was a bit dismayed at the disrepair some of the rooms are in, so I spent money in the gift shop hoping it will go to repairing some sad looking chairs and windowpanes.  
Overall, the tour guides are genius at describing and making you feel like you're seeing things through FLW's eyes with his vision on architecture and lifestyle.  This is not to be missed!",5,0,Error: Extra data: line 5 column 1 (char 314),5,"Overwhelmingly positive sentiment with praise for the tour guides, Frank Lloyd Wright's spirit, and the experience itself. Despite mentioning some disrepair, the reviewer expresses a strong desire to contribute to its preservation.",0,Error: Invalid control character at: line 3 column 81 (char 108)
174,"I got a coupon at a past Yelp event to try them out and I'm SO glad I did!  Massage Envy really exceeded my wildest expectations for a chain that offers affordable rates for massage therapy.  I was pleasantly surprised by the level of expertise and professionalism that I experienced!

My massage therapist was Dannie and she worked through my trigger points and loosened my tight muscles with an intuition that I have rarely experienced.

I highly recommend this place and hope to return soon!",5,5,"The reviewer uses overwhelmingly positive language like 'SO glad', 'exceeded expectations', 'pleasantly surprised', and 'highly recommend' indicating a very positive experience.",5,"Overwhelmingly positive sentiment with praise for the therapist, service, and value.",0,Error: Extra data: line 5 column 1 (char 875)
175,"I didn't pay much attention to this place for several years.  Passed it many times, just didn't catch my eye enough for me to remember it on those nights when I desperately try to think of some new place to try.

I've since been here twice (over about a 3 month time span), and I really love it.  First time, had great food (all server recommendations - although he disappeared prior to arrival of meal, seemed to be doing side work so he could bolt out).  Great although somewhat minimal service for the second half of our dinner, former waiter did not say he was leaving, we sat for a little while before someone new arrived.  Ambiance and company made it barely noticeable.   Personally, I don't care as long as I get good service.  We're not family, I don't need an apology or heartfelt goodbye.  The garlic app - what it is called? - your server will know, it's probably their most popular dish, it is AMAZING.  Order this unless you hate garlic or are on a diet.  I consider myself a good cook, but I would leave this up to Richardsons.  As I write this I realize the whole reason for my review is that dish, because I don't remember anything else I had.  Stopped by for drinks the second time, ended up ordering a pizza, expected little since it didn't mesh with the menu, it was really quite good.  Bartender was great (I think he was actually the take-over waiter from my previous visit).  Very cozy place, if you come later or are are willing to wait, you can get a private table in a cave like nook.  The place is not cheap, comparative to other finer dining establishments.  Overall, a lively but romantic place with character, good food, and decent service.",4,0,Error: Extra data: line 5 column 1 (char 280),4,"Positive review highlighting great food (especially the garlic appetizer), cozy ambiance, and good service despite some minor inconsistencies.  The reviewer mentions the price is on par with other fine dining establishments.",4,"This review is overwhelmingly positive despite some minor service hiccups.  Here's a breakdown:

**Positive Aspects:**
* **Amazing Garlic Appetizer:** The reviewer raves about the garlic appetizer, calling it 'amazing' and stating they would leave it up to the restaurant's expertise. This dish seems to be a standout.
* **Good Food Overall:**  The reviewer mentions enjoying the food on both visits, including a surprisingly good pizza.
* **Lively Atmosphere:** The place is described as 'lively but romantic,' with a unique ambiance featuring cozy 'cave-like nooks.'
* **Decent Service (Despite Some Issues):** While there were instances of inattentiveness and abrupt departures from servers, the reviewer ultimately states they don't mind as long as they get good service.
* **Great Bartender:** The bartender is specifically praised for being excellent.

**Negative Aspects:**
* **Inconsistent Service:**  The reviewer mentions a server disappearing before the meal arrived and another leaving without notice. This indicates potential issues with staff attention.
* **Price:** The reviewer notes that the restaurant isn't cheap compared to other fine dining establishments.

**Overall Impression:** Despite some service inconsistencies, the positive aspects heavily outweigh the negatives. The delicious food, lively atmosphere, and unique ambiance make this a place worth trying. A 4-star rating reflects this balance."
176,"Food is just ok, but the problem is it's way overpriced! I mean $9 for loco moco? Outrageous!",3,2,The reviewer expresses dissatisfaction with the high prices relative to the quality of the food ('way overpriced').,2,"Mixed review. While the food is considered 'okay', the reviewer expresses strong negative sentiment about the price.",0,Error: Extra data: line 5 column 1 (char 622)
177,"I was searching for a unique item to give as a Thank You gift and I stopped by Practical Art over the Labor Day weekend after viewing some items on their website.  I was extremely under underwhelmed by the service I received and do not plan on returning.  

When I arrived the young woman behind the counter was having a personal conversation with an acquaintance.  Besides the employee and her conversation buddy the store was empty.  I spent about ten minutes looking around and the young woman did not have the common courtesy to acknowledge me with a simple ""Hello"", even as I was viewing items directly in front of the counter.  When I was leaving the store she did break long enough to say ""Bye"".

I believe it is very important to support local business but I will not spend my money here.  I did find several items I wanted to buy and made note of the artist. I have done the extra leg work to reach out to them to find out how to purchase their items through other channels.  I do not feel they should miss a sale due to the sub par customer service at this location.",1,1,"The reviewer expresses extreme dissatisfaction with the lack of customer service, feeling ignored and unwelcome. They explicitly state they won't return and will seek out artists directly to avoid supporting this business.",1,The customer expresses extreme dissatisfaction with the lack of service and courtesy from the staff. They explicitly state they will not return and went out of their way to find alternative purchasing options due to the poor experience.,1,"This review is overwhelmingly negative.  Here's a breakdown:

**Negatives:**
* **Unwelcoming atmosphere:** The employee was engaged in a personal conversation and ignored the customer for ten minutes despite being the only person in the store.
* **Lack of basic courtesy:** The employee did not acknowledge the customer with a simple greeting, even when viewing items near the counter.
* **Negative impact on purchasing decision:**  The poor service deterred the customer from making a purchase, despite finding several desired items.

**Positives:**
*  There are none explicitly mentioned in the review.

The reviewer clearly expresses disappointment and intends to avoid this business in the future. They even went out of their way to find alternative purchasing channels to support the artists directly. This level of dissatisfaction warrants a very low star rating."
178,"the food here is deeee-licious. i like the decor, the ambiance, the menu, the waitstaff. however, i hate the feeling that i'm being some trendy little scottsdale frou-frou by eating here.

the salads are totally inventive and yummy, but a little on the sweet side. i loooooooooooove that you can add an egg (genius!!!) and fresh garlic to your pizza. i adore the fresh and homemade ingredients, and i really like the cute little neighborhood-eatery feel. eating here makes me feel as if i'm in a bigger city than phx. 

LGO is on the pricey side, and definitely caters to those who want to eat gourmet/designer pizza. however, taste wins out with all the fantastic and fresh toppings. and if you ever get sick of franchise restaurants a la CPK, LGO is a great alternative.",3,0,Error: Extra data: line 5 column 1 (char 241),4,"The reviewer expresses strong positive sentiment towards the food quality, ambiance, and service. However, they also mention feeling like they are at a 'trendy' establishment, which seems to bother them somewhat. The pricing is acknowledged as high but ultimately overshadowed by the taste of the food.",0,Error: Invalid control character at: line 3 column 129 (char 153)
179,My boyfriend just reviewed this place and although we have never  been here together - I thought that I might chime in as well. I really enjoyed this little burger place.  It makes eating a burger seem fancy in a very modern setting.  I really LIKE the sweet potato french fries....Mmmmm!,4,4,"The reviewer uses positive language like 'really enjoyed', 'fancy', 'LIKE', and 'Mmmmm' to express their strong satisfaction with the burger place and specifically the sweet potato fries.",4,"Positive sentiment expressed towards the atmosphere, food (especially the fries), and overall experience.",0,Error: Invalid control character at: line 3 column 50 (char 73)
180,"1. Good Customer Service
2. Clean Atmosphere
3. Good Margaritas
4. YUMMIE Carna Asada Burrito",3,0,Error: Extra data: line 5 column 1 (char 196),4,"Highlights multiple positive aspects: customer service, atmosphere, drinks, and food.",4,"This review highlights several positive aspects:

* **Good Customer Service:** This indicates a pleasant and helpful experience.
* **Clean Atmosphere:**  A clean environment is always appreciated by diners.
* **Good Margaritas:**  The reviewer specifically mentions enjoying the margaritas, suggesting quality drinks.
* **YUMMIE Carna Asada Burrito:** Strong positive language like ""YUMMIE"" shows the reviewer was very satisfied with this dish.

While the review lacks any negative points, it's not overly effusive. The straightforward tone suggests a solid, enjoyable experience without being exceptional. Therefore, 4 out of 5 stars seems appropriate."
181,"I am proud to say that I sent Kristin S. here for her awesome hair transformation (8 inches is a lot, girl!) I just had my second hair cut here today, and I was just as happy this time as I was the first time around. First of all, the service is top notch - they take care of you quickly, kindly and enthusiastically. They are not snobby, which is a welcome relief when living in Scottsdale. I have always felt welcome and comfortable here. 

Moreover, the prices are amazing! I have very easy and basic hair, and they charge me $45 for a hair cut - if you want to spend more, you certainly can, but I am fine with the ""stylist"" level (who charges $45). In Tampa I paid more like $65, but I much prefer Par Exsalonce. This place is a well oiled machine, and they know how to run a salon. They carry B&B products, which are fun every once in a while.

I really love this place and will not look for another hair place in the Valley. This place knows how to treat customers, style hair and create a pleasant experience. The Market Street location is a bonus, too, because you can even do some damage shopping when you bounce out with your new 'do.",5,5,"The review is overwhelmingly positive, praising the service, prices, atmosphere, and stylists. The reviewer expresses strong loyalty to the salon.",5,"Extremely positive review highlighting excellent service, affordable prices, and a welcoming atmosphere. The customer expresses strong satisfaction and loyalty to the salon.",5,"This review is overwhelmingly positive.  Here's a breakdown:

**Positive Aspects:**
* **Excellent Service:** The reviewer highlights the friendly, efficient, and non-snobby service.
* **Affordable Prices:** They are thrilled with the $45 price for a haircut, especially compared to their previous salon in Tampa.
* **Well-Run Salon:**  The reviewer appreciates the organized and efficient atmosphere.
* **Pleasant Experience:** The overall experience is described as enjoyable and welcoming.
* **Convenient Location:** The Market Street location allows for additional shopping.

**Negative Aspects:**
* None are mentioned explicitly. The reviewer expresses strong satisfaction with all aspects of the salon.
"
182,"note: the 5 stars i'm giving this place is for their happy hour menu, not the regular menu. if you order off the regular menu no amount of advice can help you.



M&S has to have one of the best happy hours in the world, aside from Spearmint Rhino. $3 drafts and a rotating $2 bar food menu, such as 1/2 lb. burger with fries, hot wings, fish tacos, beef taquitos, etc. don't order the fish chilli though, it tastes like A1 sauce. they got a lot of winners on tap, like kiltlifter, guinness, bass, fat tire, pyramid hefe, etc.



happy hour is from 3p-6p and then again from 9p-11p, which is pure genius. make sure you get your parking ticket balidated, because the Eritrean girl in the parking garage will make you go back in the restaurant and get that joint stamped if you forget. BUZZKILL.",5,4,"The reviewer loves the happy hour menu with its cheap drinks and food, calling it one of the best in the world. They criticize the regular menu but overall recommend going for the happy hour deals.",5,"The reviewer explicitly states they are giving 5 stars for the happy hour menu. They praise the drink and food prices and selection. While they mention a negative item on the regular menu, their overall sentiment is positive regarding happy hour.",0,Error: Invalid control character at: line 3 column 52 (char 77)
183,"Have you ever eaten somewhere and just can't get the craving out of your head and you have to go back!  This is the place that does it to me.  I've decided I need to try everything on their menu!

You have to try the Roasted Turkey and Stuffing it is to DIE for!  And the mac 'n cheese  so yummy.    I've also had the Prosciutto and Fig Jam sandwich and I thought I had died and gone to heaven.  I had that with fruit which was good.  

Guess where I'm going for lunch... yeah there because I need it after doing this review.  :-)  

Oh and before I forget... When the weather is nice sit out side!  You will love it.",5,5,"The reviewer uses overwhelmingly positive language like 'die for,' 'heaven,' and expresses a strong desire to return and try everything on the menu. ",5,Extremely positive sentiment expressed through enthusiastic language and multiple recommendations for specific dishes.,5,"This review is overwhelmingly positive. Here's a breakdown:

**Positive Aspects:**
* **Strong emotional connection:** The reviewer expresses a deep craving for the food and describes their experiences using highly enthusiastic language like ""to DIE for"" and ""died and gone to heaven."" 
* **Specific recommendations:**  The review highlights several dishes they enjoyed, providing concrete examples of what makes the restaurant stand out (Roasted Turkey & Stuffing, Mac 'n Cheese, Prosciutto & Fig Jam sandwich). 
* **Positive ambiance:** The reviewer encourages others to dine outside when the weather permits, suggesting a pleasant atmosphere.
* **Repeat customer:** The reviewer explicitly states they will be returning for lunch after writing the review, demonstrating their satisfaction and loyalty.

**Negative Aspects:** 
* None. The review focuses entirely on positive experiences and recommendations.
"
184,"Stopped by for a quick bite on a Saturday afternoon. Did not realize that the place had just opened (or at it appeared that way). Quite crowded with patrons, a bubble machine, and a DJ. 

It was bit loud with all the commotion, but still within reason. The menu is compact, but offered all the usual suspects. I went for the Pulled Pork sandwich with a side of cole slaw. I dumped the cole slaw on top of the pork and went to town on the sandwich. Meat was moist and smoky. The sauce had a hint of of kick. Very tasty.

The service was a bit slow, but the place was pretty much full up so I expected it to take a bit of time.

Good joint. Would return.",4,0,Error: Extra data: line 5 column 1 (char 197),4,"Positive overall experience despite some noise and slow service. Highlights delicious food, particularly the pulled pork sandwich.",0,Error: Invalid control character at: line 3 column 50 (char 73)
185,Not exactly what I would call a great place to eat. If you want to take your teenager out for a shake or ice cream you may enjoy it :),2,0,Error: Extra data: line 5 column 1 (char 182),2,"Mixed sentiment, indicates some potential positives but overall not highly recommended.",2,"Here's a breakdown of the review:

**Negative Aspects:**
*  ""Not exactly what I would call a great place to eat."" This is a clear negative statement indicating disappointment with the overall dining experience.

**Positive Aspects:**
* ""If you want to take your teenager out for a shake or ice cream you may enjoy it :)"" While acknowledging the limitations, the reviewer suggests it could be suitable for a casual outing with teenagers wanting shakes or ice cream. The smiley face emoticon adds a touch of positivity.

**Overall:** The review leans negative due to the initial criticism. However, the potential enjoyment for teenagers seeking specific treats prevents it from being a purely negative assessment.  A rating of 2 stars reflects this balanced sentiment."
186,"Great drinks!!!

Good atmosphere

Fantastic food (the bbq chicken pizza is a must)

Nice people to conversate with

What is not to like?

Oh yes, the creepy guy that kept staring at me. Oh well, he will not be there next time I go...I hope :)",4,4,"Despite mentioning a creepy customer, the reviewer expresses overall positive sentiment about the drinks, atmosphere, food, and staff.",4,"Overwhelmingly positive review with compliments on drinks, atmosphere, food, and staff.  A single negative comment about a creepy customer is mitigated by the user's hope that he won't be present on future visits.",4,"This review is overwhelmingly positive.  Here's a breakdown:

**Positives:**
* **Drinks:**  The reviewer explicitly states 'Great drinks!!!'
* **Atmosphere:** Described as 'good'.
* **Food:**  Highly praised, with specific recommendation for the BBQ chicken pizza.
* **People:** The reviewer enjoyed conversing with the staff or other patrons.

**Negatives:**
* **Creepy Customer:** This is the sole negative point raised. While concerning, it's presented as a potential isolated incident and not something the reviewer believes will persist.

**Overall Impression:** Despite the unsettling encounter with another customer, the positive aspects heavily outweigh the negative. The enthusiasm for the drinks, food, atmosphere, and people suggests a generally enjoyable experience.  The reviewer's hopefulness about the situation indicates they intend to return."
187,"As a fairly new connoisseur of Greek food, this place is pretty good. I like their pita a lot, and the fire feta is quite addicting.  The salad and rice aren't anything to write home about, and I'm not crazy about the tzaziki sauce here (love it other places)... the street gyros were decent, and the tea that they serve here is delicious when mixed with pink lemonade. I wouldn't go out of my way to come here, but I'll be back when I'm in the 'hood.",3,0,Error: Extra data: line 5 column 1 (char 335),3,Mixed review with more positive than negative aspects highlighted.  Enjoys some dishes but not others. Would return casually.,3,"Here's a breakdown of the review:

**Positive Aspects:**
* **Pita:** The reviewer explicitly likes their pita.
* **Fire Feta:** Described as 'quite addicting',
indicating a strong positive sentiment.
* **Street Gyros:**  Considered 'decent', which is a positive assessment in this context.
* **Tea with Pink Lemonade:**  The reviewer enjoys the combination.

**Negative Aspects:**
* **Salad and Rice:**  'Nothing to write home about' implies mediocrity.
* **Tzaziki Sauce:** The reviewer dislikes it compared to other places.

**Overall Impression:** While there are some definite highlights, the review doesn't express overwhelming enthusiasm.  The 'decent' rating for the gyros and the lack of strong praise for most dishes suggest a middle-of-the-road experience. The fact that the reviewer wouldn't go out of their way to visit suggests a preference for other options.

Therefore, a 3-star rating seems appropriate."
188,"short leash is awesome! we tried the sample platter and they delivered it to us inside the bar. we were also given an additional sample tray to try for free. everything was delicious and had a very unique take on a common american snack. 

I can't wait until they come back!",5,5,"The reviewer expresses overwhelmingly positive sentiments about the food and service, using enthusiastic language like 'awesome,' 'delicious,' and 'unique.' Their eagerness to have them return further indicates a highly satisfied customer.",5,"Highly positive sentiment with praise for food quality, service, and overall experience.",5,"This review is overwhelmingly positive. Here's a breakdown:

**Positive Aspects:**
* **Enthusiastic Language:**  Words like ""awesome,"" ""delicious,"" and ""can't wait"" demonstrate strong positive sentiment.
* **Specific Details:** The reviewer mentions the sample platter, being served inside the bar, and receiving an extra free tray. This shows they paid attention to details and had a good experience.
* **Unique Flavor Profile:**  The reviewer appreciates the ""unique take on a common American snack,"" indicating quality and creativity.

**Negative Aspects:** None are mentioned in this review.

Overall, the reviewer's enthusiasm, specific positive experiences, and appreciation for the food point to a 5-star rating."
189,"Visited the phoenix public market - open air market - farmers market they have on saturday mornings and decided to give mojo bowl a try! They are at the market for food truck fridays also. Check out their website for their usual schedule. They can take cash or credit (with square).

I tried their strawberry banana smoothie and my wife had the Funky Monkey (peanut butter / chocolate blend). They were both great quality with fresh ingrediants. They serve salads, yogurt parfaits, and soup also (which I didn't try) but Ive heard their smoothies was where they shine and they did not dissapoint. Give them a try, at $5.00 for a 24 oz smoothie, you can't really complain about the price - its basically a meal itself.",5,0,Error: Extra data: line 5 column 1 (char 209),4,"Positive review highlighting quality ingredients, delicious smoothies, and good value for money.",4,"This review is overwhelmingly positive. Here's a breakdown:

**Positives:**
* **Recommends the business:** The reviewer clearly enjoyed their experience and encourages others to try Mojo Bowl.
* **Highlights quality and freshness:** They praise the ""great quality"" and ""fresh ingredients"" of their smoothies.
* **Specific examples:**  The reviewer mentions trying two specific items, the strawberry banana smoothie and the Funky Monkey, which adds credibility to their claims.
* **Value for money:** They point out the affordable price ($5.00 for a 24 oz smoothie) and consider it ""basically a meal itself.""
* **Informative:** The reviewer provides additional details about the market schedule and payment options.

**Negatives:**
*  The review is somewhat brief and lacks detail about the taste or specific flavors of the smoothies beyond mentioning they were ""great quality.""
* It only mentions trying two items, so it doesn't give a comprehensive picture of the menu.

Overall, the positive aspects outweigh the negatives. The reviewer's enthusiasm for Mojo Bowl and their emphasis on quality and value suggest a very satisfying experience."
190,"Service - 5 stars (which is so rare). Food 2.5 stars. 
My husband and I are a little picky when it comes to steaks (we eat Morton's and Mastro's) but we wanted to try a new steakplace while visiting Phoenix and Durant's had great reviews. 
When you get to the restaurant, you walk through the kitchen (pretty cool to see everything) then you're greeted by the host. We came for a pretty early dinner and literally every single person - host, kitchen staff, waiter/waitresses greeted us. The decor is pretty cool - kind of burlesque-ish, all walls are a deep red, there are huge vases of roses everywhere.
Our waiter Fred was awesome!! Very friendly and professional.  I had their vegetable beef soup (good but salty) and my husband had house salad. I ordered the trout with lemon caper sauce which was very bland. My husband had rib-eye and it was also bland which was surprising. Their dessert - trio creme brulee - was the best part of the meal! So from this meal we decided if we want steak, we're sticking with our usual Morton's.",3,3,"While the service and atmosphere are highly praised, the reviewer found the food, particularly the steaks, to be bland. The dessert was the highlight of the meal.",3,Mixed review.  Very positive service comments but food was rated as bland. Overall leans towards a positive experience with some notable negatives regarding the steak and main courses.,0,Error: Invalid control character at: line 3 column 50 (char 73)
191,"Had an outstanding lunch here.  The view is amazing, their cheese fondue dip was delicious, and they serve up a tasty burger.

I definitely recommend it and would come back in a heartbeat on my next visit to Phoenix.",4,0,Error: Extra data: line 5 column 1 (char 189),5,"Overwhelmingly positive sentiment with praise for the view, food (fondue and burger), and service. Strong recommendation expressed.",0,Error: Extra data: line 5 column 1 (char 648)
192,Hybrid class!! Did it a few years back and to this day it's the best workout I've ever had. Will be going back FOR SURE,5,5,"The reviewer expresses extreme positivity using phrases like 'best workout ever', 'FOR SURE' indicating a highly favorable experience.",5,"Extremely positive sentiment expressed with strong language like 'best workout', 'FOR SURE'.",0,Error: Extra data: line 5 column 1 (char 682)
193,"I've swung into Echo a few times and haven't ever had a bad cup of coffee. The cappuccino is pretty solid and the zucchini bread I had for breakfast one day was a win. If I recall correctly it came in a cute little box too.

For some reason I've never been able to feel relaxed and at home enough to chill and enjoy an afternoon or evening there. Not sure why, but just haven't.",3,0,Error: Extra data: line 5 column 1 (char 293),4,"Positive feedback on coffee and food, but negative sentiment regarding ambiance and relaxing atmosphere.",4,"Here's a breakdown of the review:

**Positive Aspects:**
* **Consistent Quality Coffee:** The reviewer explicitly states they've never had a bad cup of coffee at Echo.
* **Good Cappuccino:**  They highlight the cappuccino as being 'pretty solid'.
* **Delicious Zucchini Bread:**  The zucchini bread was a hit, and they even mention its presentation in a 'cute little box'.

**Negative Aspects:**
* **Lack of Atmosphere:** The reviewer feels unable to relax and enjoy the atmosphere, despite positive experiences with the food and drinks. This suggests a potential issue with the ambiance or overall feeling of the cafe.

**Overall:**
The review leans positive due to the praise for the coffee and specific food item. However, the inability to feel comfortable in the space detracts from the experience. Therefore, a 4-star rating seems appropriate – good quality products but room for improvement in creating a welcoming atmosphere."
194,Love this place! Wish we had one here in CA. Great vibe once you walk through that door. Fantastic drinks and goodies!!,5,0,Error: Extra data: line 5 column 1 (char 166),5,"Overwhelmingly positive sentiment with expressions of love for the place, ambiance, drinks, and food.",0,Error: Extra data: line 5 column 1 (char 718)
195,"Well, this is where I got my iPad, and I am hooked of all Apple products.  Yes, they are expensive, but they are so cool.  I am amazed to see little kids playing with the iPads and computers, I am sure they are a lot more tech savvy than me.",4,0,Error: Extra data: line 5 column 1 (char 202),4,Positive sentiment towards Apple products and technology. Acknowledges price but emphasizes coolness and amazement.,0,Error: Invalid control character at: line 3 column 52 (char 77)
196,"I finally made it to this place after hearing nothing but great reviews from others.  Now I can see why it is held in such high regard.  If you are a fan of Paradise Bakery, this place is better...hands down.  At first glance, it appears to be identical, but on closer look it wins in two important categories.  First, the vast menu blows away the Paradise selection of ""like 3 items""  There are countless sandwhiches, salads, soups and deserts.  Second of all, the prices are incredible.  It is very affordable for the quality and quantity of food.  Finally, the food is excellent.   Not that I have a problem with Paradise, but given the choice, Wildflower wins every time..",4,5,"This review is overwhelmingly positive, praising the variety, affordability, quality, and taste of the food compared to a well-regarded competitor.",5,"Overwhelmingly positive review, comparing favorably to another establishment and highlighting menu variety, affordability, and excellent food quality.",0,Error: Extra data: line 5 column 1 (char 861)
